Orthogroup	fast	lk	lp	slow
OG0003700	TRINITY_GG_10482_c2_g1_i5.p1	TRINITY_GG_23595_c5_g1_i9.p1	TRINITY_GG_13017_c3_g1_i1.p1	TRINITY_GG_1140_c0_g1_i2.p1
OG0003701	TRINITY_GG_10482_c3_g2_i3.p1	TRINITY_GG_23595_c2_g1_i9.p1	TRINITY_GG_13017_c2_g1_i14.p1	TRINITY_GG_1140_c3_g1_i7.p1
OG0003702	TRINITY_GG_10482_c4_g1_i1.p1	TRINITY_GG_23595_c0_g2_i1.p1	TRINITY_GG_13017_c4_g1_i1.p1	TRINITY_GG_1140_c1_g2_i1.p1
OG0003703	TRINITY_GG_10485_c0_g1_i1.p1	TRINITY_GG_22753_c0_g1_i1.p1	TRINITY_GG_5614_c0_g1_i1.p1	TRINITY_GG_27798_c0_g1_i1.p1
OG0003704	TRINITY_GG_10487_c0_g1_i1.p1	TRINITY_GG_22754_c0_g1_i2.p1	TRINITY_GG_5613_c0_g1_i2.p1	TRINITY_GG_27796_c0_g1_i4.p1
OG0003705	TRINITY_GG_10487_c1_g1_i1.p1	TRINITY_GG_22754_c2_g1_i2.p1	TRINITY_GG_5613_c2_g1_i2.p1	TRINITY_GG_27796_c2_g1_i1.p1
OG0003706	TRINITY_GG_10500_c0_g1_i1.p1	TRINITY_GG_36018_c0_g1_i4.p1	TRINITY_GG_25596_c0_g1_i1.p1	TRINITY_GG_6677_c0_g1_i2.p1
OG0003707	TRINITY_GG_10501_c0_g1_i2.p1	TRINITY_GG_36014_c0_g1_i3.p1	TRINITY_GG_25597_c2_g1_i2.p1	TRINITY_GG_6691_c0_g1_i2.p1
OG0003708	TRINITY_GG_10507_c0_g1_i2.p1	TRINITY_GG_36018_c7_g1_i2.p1	TRINITY_GG_25596_c1_g1_i1.p1	TRINITY_GG_6676_c0_g1_i2.p1
OG0003709	TRINITY_GG_10508_c0_g1_i1.p1	TRINITY_GG_36017_c0_g1_i1.p1	TRINITY_GG_25595_c1_g1_i2.p1	TRINITY_GG_6684_c0_g1_i1.p1
OG0003710	TRINITY_GG_10509_c0_g1_i1.p1	TRINITY_GG_36016_c0_g1_i1.p1	TRINITY_GG_25595_c0_g2_i2.p1	TRINITY_GG_6683_c1_g1_i2.p1
OG0003711	TRINITY_GG_10511_c0_g1_i11.p1	TRINITY_GG_36009_c0_g1_i9.p1	TRINITY_GG_25597_c1_g1_i11.p1	TRINITY_GG_6690_c0_g1_i7.p1
OG0003712	TRINITY_GG_10511_c13_g1_i1.p1	TRINITY_GG_36011_c5_g1_i1.p1	TRINITY_GG_25602_c0_g1_i1.p1	TRINITY_GG_6687_c4_g1_i1.p1
OG0003713	TRINITY_GG_10513_c0_g1_i1.p2	TRINITY_GG_36011_c1_g1_i1.p2	TRINITY_GG_25602_c2_g1_i1.p2	TRINITY_GG_6687_c5_g1_i1.p2
OG0003714	TRINITY_GG_10515_c0_g1_i1.p1	TRINITY_GG_672_c0_g1_i4.p1	TRINITY_GG_26140_c2_g1_i2.p1	TRINITY_GG_14457_c0_g1_i22.p1
OG0003715	TRINITY_GG_10517_c0_g2_i3.p1	TRINITY_GG_672_c1_g1_i4.p1	TRINITY_GG_26140_c1_g1_i3.p1	TRINITY_GG_14458_c1_g1_i6.p1
OG0003716	TRINITY_GG_10518_c0_g1_i1.p1	TRINITY_GG_672_c3_g1_i1.p1	TRINITY_GG_26142_c0_g1_i1.p1	TRINITY_GG_14459_c0_g1_i3.p1
OG0003717	TRINITY_GG_10520_c1_g1_i23.p1	TRINITY_GG_9544_c1_g1_i43.p2	TRINITY_GG_29402_c0_g1_i19.p2	TRINITY_GG_26232_c1_g1_i3.p2
OG0003718	TRINITY_GG_10520_c2_g1_i6.p1	TRINITY_GG_9544_c2_g1_i7.p1	TRINITY_GG_29402_c2_g1_i2.p1	TRINITY_GG_26232_c2_g1_i18.p1
OG0003719	TRINITY_GG_10520_c3_g1_i13.p2	TRINITY_GG_9544_c1_g1_i43.p1	TRINITY_GG_29402_c0_g1_i19.p1	TRINITY_GG_26232_c1_g1_i3.p1
OG0003720	TRINITY_GG_10520_c4_g1_i4.p1	TRINITY_GG_9544_c1_g2_i5.p1	TRINITY_GG_29402_c3_g1_i2.p1	TRINITY_GG_26232_c1_g2_i1.p1
OG0003721	TRINITY_GG_10525_c0_g1_i2.p1	TRINITY_GG_9544_c6_g1_i1.p1	TRINITY_GG_29403_c0_g1_i4.p1	TRINITY_GG_26227_c0_g1_i2.p1
OG0003722	TRINITY_GG_10540_c1_g1_i2.p1	TRINITY_GG_14864_c0_g1_i2.p1	TRINITY_GG_24376_c0_g1_i3.p1	TRINITY_GG_25277_c0_g1_i2.p1
OG0003723	TRINITY_GG_10548_c0_g1_i1.p1	TRINITY_GG_33298_c0_g1_i1.p1	TRINITY_GG_27267_c0_g1_i1.p1	TRINITY_GG_24424_c0_g1_i1.p1
OG0003724	TRINITY_GG_10565_c0_g1_i5.p1	TRINITY_GG_31316_c1_g1_i14.p1	TRINITY_GG_33934_c2_g1_i2.p1	TRINITY_GG_29584_c1_g1_i6.p1
OG0003725	TRINITY_GG_10566_c0_g1_i13.p2	TRINITY_GG_31316_c0_g1_i8.p1	TRINITY_GG_33934_c0_g2_i2.p1	TRINITY_GG_29584_c0_g1_i28.p2
OG0003727	TRINITY_GG_10624_c0_g1_i2.p1	TRINITY_GG_27116_c0_g1_i1.p1	TRINITY_GG_17989_c0_g2_i3.p1	TRINITY_GG_17102_c0_g1_i1.p1
OG0003728	TRINITY_GG_10625_c0_g1_i1.p1	TRINITY_GG_291_c0_g1_i2.p1	TRINITY_GG_16102_c0_g1_i2.p1	TRINITY_GG_15216_c0_g1_i1.p1
OG0003729	TRINITY_GG_10651_c0_g1_i1.p2	TRINITY_GG_25745_c0_g1_i3.p1	TRINITY_GG_15886_c0_g1_i2.p1	TRINITY_GG_8544_c0_g1_i2.p2
OG0003731	TRINITY_GG_10655_c0_g1_i4.p1	TRINITY_GG_24015_c1_g1_i1.p1	TRINITY_GG_23205_c4_g2_i6.p1	TRINITY_GG_21189_c2_g1_i1.p1
OG0003732	TRINITY_GG_10661_c0_g1_i2.p1	TRINITY_GG_24015_c0_g1_i1.p1	TRINITY_GG_23205_c2_g1_i1.p1	TRINITY_GG_21189_c6_g2_i6.p1
OG0003733	TRINITY_GG_10665_c0_g1_i2.p1	TRINITY_GG_29216_c1_g2_i3.p1	TRINITY_GG_17135_c0_g1_i1.p1	TRINITY_GG_381_c1_g1_i1.p1
OG0003734	TRINITY_GG_10675_c0_g1_i2.p1	TRINITY_GG_29216_c0_g1_i1.p1	TRINITY_GG_17135_c1_g1_i1.p1	TRINITY_GG_381_c0_g1_i1.p1
OG0003735	TRINITY_GG_10676_c0_g1_i7.p1	TRINITY_GG_29222_c0_g1_i8.p1	TRINITY_GG_17133_c0_g1_i3.p1	TRINITY_GG_378_c0_g1_i4.p1
OG0003737	TRINITY_GG_10677_c1_g1_i5.p1	TRINITY_GG_29221_c0_g1_i2.p1	TRINITY_GG_17136_c0_g1_i1.p1	TRINITY_GG_381_c2_g1_i2.p1
OG0003738	TRINITY_GG_10683_c0_g1_i10.p1	TRINITY_GG_860_c1_g1_i2.p1	TRINITY_GG_9200_c0_g1_i4.p1	TRINITY_GG_3470_c0_g2_i4.p1
OG0003739	TRINITY_GG_10697_c0_g1_i6.p1	TRINITY_GG_17169_c2_g1_i1.p1	TRINITY_GG_6131_c0_g1_i6.p1	TRINITY_GG_10818_c1_g1_i2.p1
OG0003740	TRINITY_GG_10697_c1_g1_i2.p1	TRINITY_GG_17169_c0_g1_i4.p1	TRINITY_GG_6131_c1_g1_i11.p1	TRINITY_GG_10818_c0_g1_i3.p1
OG0003741	TRINITY_GG_10697_c2_g1_i22.p1	TRINITY_GG_17169_c1_g1_i14.p1	TRINITY_GG_6131_c3_g2_i2.p1	TRINITY_GG_10818_c4_g1_i5.p1
OG0003742	TRINITY_GG_10697_c3_g1_i4.p1	TRINITY_GG_17169_c7_g1_i2.p2	TRINITY_GG_6131_c5_g1_i3.p1	TRINITY_GG_10818_c2_g1_i3.p1
OG0003743	TRINITY_GG_10697_c3_g1_i4.p2	TRINITY_GG_17169_c7_g1_i2.p3	TRINITY_GG_6131_c5_g1_i3.p2	TRINITY_GG_10818_c2_g1_i3.p2
OG0003745	TRINITY_GG_10697_c4_g1_i24.p1	TRINITY_GG_17169_c8_g1_i1.p1	TRINITY_GG_6131_c10_g1_i3.p1	TRINITY_GG_10818_c3_g1_i5.p1
OG0003746	TRINITY_GG_10697_c4_g1_i24.p2	TRINITY_GG_17169_c4_g1_i28.p1	TRINITY_GG_6131_c9_g2_i11.p1	TRINITY_GG_10818_c3_g1_i5.p2
OG0003748	TRINITY_GG_10697_c5_g1_i36.p5	TRINITY_GG_17169_c6_g1_i2.p5	TRINITY_GG_6131_c2_g1_i10.p4	TRINITY_GG_10818_c6_g3_i4.p1
OG0003750	TRINITY_GG_10697_c7_g1_i3.p1	TRINITY_GG_17169_c7_g1_i2.p1	TRINITY_GG_6131_c13_g1_i6.p1	TRINITY_GG_10818_c8_g1_i7.p1
OG0003751	TRINITY_GG_10697_c8_g2_i1.p2	TRINITY_GG_17169_c12_g1_i1.p1	TRINITY_GG_6131_c7_g1_i1.p1	TRINITY_GG_10818_c10_g1_i1.p1
OG0003752	TRINITY_GG_10698_c0_g1_i7.p1	TRINITY_GG_17169_c3_g1_i17.p1	TRINITY_GG_6132_c0_g1_i1.p1	TRINITY_GG_10818_c15_g1_i1.p1
OG0003753	TRINITY_GG_10703_c15_g1_i1.p1	TRINITY_GG_21715_c11_g1_i1.p1	TRINITY_GG_3080_c90_g1_i1.p1	TRINITY_GG_31502_c45_g1_i1.p1
OG0003754	TRINITY_GG_10703_c1_g1_i2.p1	TRINITY_GG_21715_c1_g1_i2.p1	TRINITY_GG_3078_c2_g1_i2.p1	TRINITY_GG_31487_c1_g1_i1.p1
OG0003755	TRINITY_GG_10705_c0_g1_i12.p1	TRINITY_GG_21712_c0_g1_i23.p1	TRINITY_GG_3080_c1_g1_i24.p1	TRINITY_GG_31502_c1_g1_i18.p1
OG0003756	TRINITY_GG_10705_c13_g1_i7.p1	TRINITY_GG_21712_c5_g2_i10.p1	TRINITY_GG_3080_c6_g1_i4.p1	TRINITY_GG_31502_c34_g1_i2.p1
OG0003757	TRINITY_GG_10705_c1_g1_i1.p1	TRINITY_GG_21712_c2_g1_i10.p1	TRINITY_GG_3080_c4_g1_i4.p1	TRINITY_GG_31502_c2_g1_i5.p1
OG0003758	TRINITY_GG_10705_c2_g1_i3.p1	TRINITY_GG_21712_c5_g1_i8.p1	TRINITY_GG_3080_c2_g1_i7.p1	TRINITY_GG_31502_c3_g2_i6.p1
OG0003759	TRINITY_GG_10705_c37_g1_i44.p1	TRINITY_GG_21712_c1_g1_i40.p1	TRINITY_GG_3080_c3_g1_i13.p1	TRINITY_GG_31502_c0_g1_i16.p1
OG0003762	TRINITY_GG_10706_c1_g2_i3.p1	TRINITY_GG_21714_c2_g1_i5.p1	TRINITY_GG_3074_c2_g1_i2.p1	TRINITY_GG_31486_c1_g1_i4.p1
OG0003764	TRINITY_GG_10708_c0_g1_i9.p1	TRINITY_GG_21715_c0_g1_i3.p1	TRINITY_GG_3080_c0_g1_i17.p1	TRINITY_GG_31502_c6_g1_i10.p1
OG0003765	TRINITY_GG_10711_c0_g1_i1.p1	TRINITY_GG_21718_c0_g1_i2.p1	TRINITY_GG_3080_c12_g1_i2.p1	TRINITY_GG_31493_c1_g1_i1.p1
OG0003766	TRINITY_GG_10714_c0_g1_i7.p1	TRINITY_GG_21714_c0_g1_i5.p1	TRINITY_GG_3074_c0_g1_i10.p1	TRINITY_GG_31494_c0_g1_i2.p1
OG0003767	TRINITY_GG_10714_c0_g1_i7.p2	TRINITY_GG_21714_c0_g1_i5.p2	TRINITY_GG_3074_c0_g1_i10.p2	TRINITY_GG_31494_c0_g1_i2.p2
OG0003768	TRINITY_GG_10715_c0_g1_i3.p4	TRINITY_GG_21731_c0_g1_i13.p1	TRINITY_GG_3080_c7_g1_i9.p1	TRINITY_GG_31500_c0_g1_i16.p1
OG0003769	TRINITY_GG_10715_c2_g1_i3.p1	TRINITY_GG_21731_c1_g1_i4.p1	TRINITY_GG_3080_c5_g1_i4.p1	TRINITY_GG_31506_c2_g1_i3.p1
OG0003770	TRINITY_GG_10716_c3_g2_i1.p1	TRINITY_GG_21730_c2_g1_i13.p1	TRINITY_GG_3079_c2_g1_i4.p1	TRINITY_GG_31488_c0_g1_i2.p1
OG0003771	TRINITY_GG_10716_c4_g1_i34.p1	TRINITY_GG_21730_c0_g1_i64.p1	TRINITY_GG_3079_c4_g1_i16.p1	TRINITY_GG_31491_c0_g2_i13.p1
OG0003772	TRINITY_GG_10716_c5_g1_i2.p1	TRINITY_GG_21730_c20_g1_i2.p1	TRINITY_GG_3079_c6_g1_i1.p1	TRINITY_GG_31488_c2_g1_i1.p1
OG0003773	TRINITY_GG_10720_c0_g1_i14.p1	TRINITY_GG_12327_c0_g2_i3.p1	TRINITY_GG_20565_c0_g1_i6.p1	TRINITY_GG_1073_c0_g1_i3.p1
OG0003774	TRINITY_GG_10720_c0_g1_i14.p4	TRINITY_GG_12327_c0_g2_i3.p4	TRINITY_GG_20565_c0_g1_i6.p4	TRINITY_GG_1073_c0_g1_i3.p4
OG0003775	TRINITY_GG_10724_c1_g2_i6.p1	TRINITY_GG_5816_c2_g1_i6.p2	TRINITY_GG_16677_c1_g1_i5.p1	TRINITY_GG_5701_c0_g1_i6.p1
OG0003776	TRINITY_GG_10724_c1_g2_i6.p3	TRINITY_GG_5816_c2_g1_i6.p6	TRINITY_GG_16677_c1_g1_i5.p3	TRINITY_GG_5701_c0_g1_i6.p3
OG0003777	TRINITY_GG_10724_c2_g1_i6.p1	TRINITY_GG_5816_c0_g1_i6.p1	TRINITY_GG_16677_c2_g1_i15.p1	TRINITY_GG_5703_c0_g1_i19.p1
OG0003778	TRINITY_GG_10724_c2_g1_i6.p3	TRINITY_GG_5816_c0_g1_i6.p3	TRINITY_GG_16677_c2_g1_i15.p3	TRINITY_GG_5703_c0_g1_i19.p3
OG0003779	TRINITY_GG_10724_c2_g1_i6.p2	TRINITY_GG_5816_c0_g1_i6.p2	TRINITY_GG_16677_c2_g1_i15.p2	TRINITY_GG_5703_c0_g1_i19.p2
OG0003780	TRINITY_GG_10724_c2_g1_i6.p4	TRINITY_GG_5816_c0_g1_i6.p4	TRINITY_GG_16677_c2_g1_i15.p4	TRINITY_GG_5703_c0_g1_i19.p4
OG0003782	TRINITY_GG_10726_c0_g2_i10.p1	TRINITY_GG_21245_c1_g2_i1.p1	TRINITY_GG_34957_c0_g1_i11.p2	TRINITY_GG_2868_c1_g1_i2.p2
OG0003783	TRINITY_GG_10726_c1_g1_i10.p1	TRINITY_GG_21245_c0_g1_i12.p1	TRINITY_GG_34959_c0_g2_i10.p1	TRINITY_GG_2868_c0_g1_i15.p1
OG0003784	TRINITY_GG_10726_c2_g1_i5.p3	TRINITY_GG_21245_c2_g1_i3.p3	TRINITY_GG_34958_c0_g1_i4.p1	TRINITY_GG_2868_c2_g1_i1.p2
OG0003785	TRINITY_GG_10728_c0_g1_i1.p1	TRINITY_GG_15609_c28_g1_i1.p1	TRINITY_GG_194_c2_g1_i1.p1	TRINITY_GG_21075_c0_g1_i1.p1
OG0003786	TRINITY_GG_10731_c1_g1_i6.p1	TRINITY_GG_15609_c1_g1_i15.p1	TRINITY_GG_194_c0_g1_i16.p2	TRINITY_GG_21076_c0_g1_i12.p1
OG0003787	TRINITY_GG_10731_c2_g1_i1.p1	TRINITY_GG_15609_c2_g1_i2.p1	TRINITY_GG_194_c1_g1_i2.p1	TRINITY_GG_21076_c2_g1_i1.p1
OG0003788	TRINITY_GG_10731_c4_g2_i3.p1	TRINITY_GG_15609_c4_g1_i4.p1	TRINITY_GG_194_c3_g1_i10.p1	TRINITY_GG_21076_c1_g1_i1.p1
OG0003789	TRINITY_GG_10732_c0_g1_i2.p1	TRINITY_GG_15610_c0_g1_i4.p1	TRINITY_GG_191_c0_g1_i4.p1	TRINITY_GG_21075_c1_g4_i1.p1
OG0003790	TRINITY_GG_10738_c0_g1_i3.p1	TRINITY_GG_9317_c1_g1_i6.p1	TRINITY_GG_13532_c1_g1_i1.p1	TRINITY_GG_24338_c0_g1_i7.p1
OG0003791	TRINITY_GG_10744_c0_g1_i2.p1	TRINITY_GG_20302_c0_g1_i12.p1	TRINITY_GG_7420_c3_g1_i1.p1	TRINITY_GG_18094_c0_g3_i8.p1
OG0003793	TRINITY_GG_10747_c1_g1_i1.p1	TRINITY_GG_20302_c50_g1_i2.p2	TRINITY_GG_7420_c2_g1_i3.p1	TRINITY_GG_18099_c1_g1_i4.p1
OG0003795	TRINITY_GG_10748_c0_g1_i43.p2	TRINITY_GG_20302_c1_g1_i23.p2	TRINITY_GG_7420_c0_g1_i15.p2	TRINITY_GG_18095_c0_g1_i4.p2
OG0003796	TRINITY_GG_10748_c0_g1_i43.p1	TRINITY_GG_20302_c1_g1_i23.p1	TRINITY_GG_7420_c0_g1_i15.p1	TRINITY_GG_18095_c0_g1_i4.p1
OG0003797	TRINITY_GG_1074_c0_g1_i1.p1	TRINITY_GG_27690_c3_g1_i1.p1	TRINITY_GG_33059_c10_g1_i1.p1	TRINITY_GG_571_c0_g2_i1.p1
OG0003798	TRINITY_GG_1074_c1_g1_i1.p1	TRINITY_GG_27690_c7_g1_i1.p1	TRINITY_GG_33059_c0_g1_i6.p1	TRINITY_GG_573_c0_g1_i2.p1
OG0003799	TRINITY_GG_10752_c2_g2_i3.p1	TRINITY_GG_10873_c1_g1_i7.p1	TRINITY_GG_7917_c4_g1_i2.p1	TRINITY_GG_8023_c0_g1_i1.p1
OG0003800	TRINITY_GG_10755_c0_g1_i1.p1	TRINITY_GG_10872_c0_g1_i4.p1	TRINITY_GG_7917_c0_g1_i1.p1	TRINITY_GG_8021_c0_g1_i1.p1
OG0003801	TRINITY_GG_10755_c1_g1_i5.p1	TRINITY_GG_10872_c18_g1_i38.p1	TRINITY_GG_7917_c2_g1_i15.p1	TRINITY_GG_8020_c0_g1_i28.p1
OG0003802	TRINITY_GG_10755_c1_g1_i5.p2	TRINITY_GG_10872_c18_g1_i38.p2	TRINITY_GG_7917_c2_g1_i15.p2	TRINITY_GG_8020_c0_g1_i28.p2
OG0003803	TRINITY_GG_10755_c2_g1_i7.p1	TRINITY_GG_10872_c1_g2_i2.p1	TRINITY_GG_7917_c1_g1_i4.p1	TRINITY_GG_8020_c5_g1_i10.p1
OG0003804	TRINITY_GG_10755_c3_g1_i1.p1	TRINITY_GG_10872_c0_g2_i15.p2	TRINITY_GG_7917_c5_g1_i1.p1	TRINITY_GG_8020_c2_g1_i1.p1
OG0003805	TRINITY_GG_10755_c3_g2_i1.p1	TRINITY_GG_10872_c0_g2_i15.p3	TRINITY_GG_7917_c6_g1_i2.p2	TRINITY_GG_8020_c37_g1_i1.p1
OG0003806	TRINITY_GG_10755_c4_g2_i18.p1	TRINITY_GG_10872_c0_g2_i15.p1	TRINITY_GG_7917_c6_g1_i2.p1	TRINITY_GG_8020_c3_g1_i7.p1
OG0003808	TRINITY_GG_10759_c0_g1_i5.p1	TRINITY_GG_16620_c0_g1_i9.p1	TRINITY_GG_7924_c20_g1_i18.p1	TRINITY_GG_6109_c0_g1_i22.p1
OG0003809	TRINITY_GG_1075_c2_g1_i8.p1	TRINITY_GG_27690_c4_g1_i1.p1	TRINITY_GG_33061_c2_g1_i5.p1	TRINITY_GG_570_c2_g1_i6.p1
OG0003810	TRINITY_GG_1075_c3_g1_i16.p1	TRINITY_GG_27690_c2_g1_i26.p1	TRINITY_GG_33061_c1_g1_i37.p2	TRINITY_GG_570_c1_g1_i49.p2
OG0003811	TRINITY_GG_10771_c0_g1_i2.p1	TRINITY_GG_6777_c4_g1_i3.p1	TRINITY_GG_16259_c2_g1_i3.p1	TRINITY_GG_33770_c0_g1_i4.p1
OG0003812	TRINITY_GG_10778_c0_g1_i6.p1	TRINITY_GG_6776_c0_g1_i2.p1	TRINITY_GG_16254_c0_g1_i11.p1	TRINITY_GG_23072_c0_g1_i1.p1
OG0003813	TRINITY_GG_10778_c1_g1_i7.p1	TRINITY_GG_6776_c0_g1_i2.p2	TRINITY_GG_16254_c0_g1_i11.p2	TRINITY_GG_33772_c1_g1_i3.p1
OG0003814	TRINITY_GG_10788_c0_g1_i8.p2	TRINITY_GG_6777_c2_g1_i26.p2	TRINITY_GG_16259_c0_g2_i9.p3	TRINITY_GG_33763_c0_g1_i7.p2
OG0003815	TRINITY_GG_10788_c1_g1_i5.p1	TRINITY_GG_6777_c3_g1_i2.p1	TRINITY_GG_16259_c1_g1_i6.p1	TRINITY_GG_33771_c0_g1_i3.p1
OG0003816	TRINITY_GG_10788_c8_g1_i1.p1	TRINITY_GG_6777_c5_g1_i2.p1	TRINITY_GG_16259_c3_g1_i1.p1	TRINITY_GG_33771_c5_g1_i1.p1
OG0003817	TRINITY_GG_10789_c0_g1_i5.p1	TRINITY_GG_6776_c1_g2_i4.p1	TRINITY_GG_16254_c2_g2_i15.p1	TRINITY_GG_33772_c0_g1_i17.p1
OG0003818	TRINITY_GG_1078_c0_g1_i24.p1	TRINITY_GG_14716_c1_g1_i6.p1	TRINITY_GG_1659_c3_g1_i12.p1	TRINITY_GG_26142_c0_g1_i22.p1
OG0003819	TRINITY_GG_1078_c1_g1_i2.p1	TRINITY_GG_14716_c3_g1_i7.p1	TRINITY_GG_1659_c2_g1_i1.p1	TRINITY_GG_26142_c1_g1_i2.p1
OG0003820	TRINITY_GG_1078_c4_g1_i50.p2	TRINITY_GG_14716_c5_g1_i12.p1	TRINITY_GG_1659_c2_g1_i1.p2	TRINITY_GG_26142_c2_g1_i10.p1
OG0003821	TRINITY_GG_10790_c0_g1_i1.p1	TRINITY_GG_6777_c7_g1_i1.p1	TRINITY_GG_16259_c4_g1_i1.p1	TRINITY_GG_33761_c1_g1_i1.p1
OG0003822	TRINITY_GG_10792_c0_g1_i3.p1	TRINITY_GG_6777_c2_g2_i1.p1	TRINITY_GG_16259_c0_g3_i4.p1	TRINITY_GG_33761_c0_g1_i1.p1
OG0003824	TRINITY_GG_10794_c0_g1_i18.p1	TRINITY_GG_32481_c0_g1_i6.p1	TRINITY_GG_25025_c0_g1_i7.p1	TRINITY_GG_30925_c0_g1_i28.p1
OG0003825	TRINITY_GG_10794_c1_g1_i16.p1	TRINITY_GG_32481_c3_g1_i21.p1	TRINITY_GG_25025_c2_g1_i3.p1	TRINITY_GG_30925_c1_g1_i15.p1
OG0003826	TRINITY_GG_10794_c2_g1_i2.p4	TRINITY_GG_32481_c1_g1_i12.p3	TRINITY_GG_25025_c3_g2_i13.p5	TRINITY_GG_30925_c2_g1_i4.p3
OG0003827	TRINITY_GG_10794_c2_g1_i2.p1	TRINITY_GG_32481_c1_g1_i12.p1	TRINITY_GG_25025_c3_g2_i13.p1	TRINITY_GG_30925_c2_g1_i4.p1
OG0003828	TRINITY_GG_10794_c3_g1_i1.p1	TRINITY_GG_32483_c0_g1_i4.p1	TRINITY_GG_25026_c0_g1_i3.p1	TRINITY_GG_30926_c0_g1_i2.p1
OG0003829	TRINITY_GG_10795_c0_g1_i5.p1	TRINITY_GG_32482_c0_g1_i1.p1	TRINITY_GG_25026_c2_g1_i4.p2	TRINITY_GG_30922_c0_g1_i13.p1
OG0003830	TRINITY_GG_10803_c0_g1_i1.p1	TRINITY_GG_25624_c0_g1_i3.p1	TRINITY_GG_11656_c0_g2_i6.p1	TRINITY_GG_13370_c0_g1_i4.p1
OG0003831	TRINITY_GG_10804_c0_g2_i5.p1	TRINITY_GG_19637_c0_g1_i2.p1	TRINITY_GG_31070_c0_g1_i71.p1	TRINITY_GG_6254_c0_g1_i3.p1
OG0003832	TRINITY_GG_10804_c1_g1_i2.p2	TRINITY_GG_19638_c0_g1_i32.p3	TRINITY_GG_31070_c2_g1_i22.p3	TRINITY_GG_6260_c1_g1_i14.p2
OG0003833	TRINITY_GG_10804_c1_g1_i2.p1	TRINITY_GG_19638_c0_g1_i32.p2	TRINITY_GG_31070_c2_g1_i22.p2	TRINITY_GG_6260_c1_g1_i14.p1
OG0003834	TRINITY_GG_10804_c1_g2_i7.p1	TRINITY_GG_19638_c2_g2_i7.p1	TRINITY_GG_31070_c2_g2_i16.p1	TRINITY_GG_6260_c0_g1_i12.p1
OG0003835	TRINITY_GG_10804_c1_g2_i7.p2	TRINITY_GG_19638_c2_g2_i7.p2	TRINITY_GG_31070_c2_g2_i16.p2	TRINITY_GG_6260_c0_g1_i12.p2
OG0003836	TRINITY_GG_10804_c2_g1_i7.p1	TRINITY_GG_19638_c0_g1_i32.p1	TRINITY_GG_31070_c2_g1_i22.p1	TRINITY_GG_6260_c2_g1_i3.p1
OG0003837	TRINITY_GG_10805_c0_g1_i13.p2	TRINITY_GG_19637_c2_g1_i37.p1	TRINITY_GG_31070_c3_g1_i80.p1	TRINITY_GG_6254_c1_g1_i6.p1
OG0003838	TRINITY_GG_10807_c0_g1_i6.p1	TRINITY_GG_19637_c1_g1_i2.p1	TRINITY_GG_31070_c0_g1_i71.p2	TRINITY_GG_6254_c2_g1_i12.p1
OG0003839	TRINITY_GG_1080_c1_g1_i15.p1	TRINITY_GG_14716_c2_g1_i7.p1	TRINITY_GG_1659_c1_g1_i6.p1	TRINITY_GG_26144_c0_g1_i2.p1
OG0003840	TRINITY_GG_1080_c2_g1_i1.p1	TRINITY_GG_14719_c0_g1_i5.p1	TRINITY_GG_1655_c0_g1_i2.p1	TRINITY_GG_26143_c0_g1_i2.p1
OG0003841	TRINITY_GG_1080_c3_g1_i3.p1	TRINITY_GG_14719_c1_g1_i3.p1	TRINITY_GG_1659_c5_g1_i4.p1	TRINITY_GG_26144_c1_g1_i3.p1
OG0003842	TRINITY_GG_10812_c0_g1_i1.p1	TRINITY_GG_27933_c0_g1_i3.p1	TRINITY_GG_9121_c0_g1_i1.p1	TRINITY_GG_27592_c0_g2_i1.p1
OG0003845	TRINITY_GG_1083_c1_g1_i10.p1	TRINITY_GG_34163_c3_g1_i6.p1	TRINITY_GG_18705_c2_g1_i19.p1	TRINITY_GG_24240_c0_g1_i11.p1
OG0003846	TRINITY_GG_10841_c0_g1_i5.p1	TRINITY_GG_26244_c0_g1_i1.p1	TRINITY_GG_28313_c0_g1_i16.p1	TRINITY_GG_26750_c0_g1_i5.p1
OG0003847	TRINITY_GG_10851_c0_g1_i1.p1	TRINITY_GG_5142_c0_g1_i1.p1	TRINITY_GG_5754_c0_g1_i16.p1	TRINITY_GG_6347_c0_g1_i11.p1
OG0003848	TRINITY_GG_10851_c0_g1_i1.p2	TRINITY_GG_5142_c0_g1_i1.p2	TRINITY_GG_5754_c0_g1_i16.p2	TRINITY_GG_6347_c0_g1_i11.p2
OG0003849	TRINITY_GG_10854_c0_g1_i3.p2	TRINITY_GG_29325_c0_g1_i1.p1	TRINITY_GG_32546_c0_g1_i8.p1	TRINITY_GG_17441_c0_g1_i5.p1
OG0003850	TRINITY_GG_10858_c0_g1_i1.p1	TRINITY_GG_29329_c2_g1_i1.p1	TRINITY_GG_32540_c0_g1_i2.p1	TRINITY_GG_17443_c0_g1_i1.p1
OG0003851	TRINITY_GG_10862_c0_g1_i4.p2	TRINITY_GG_29329_c0_g2_i2.p1	TRINITY_GG_32538_c0_g1_i4.p1	TRINITY_GG_17438_c0_g1_i20.p2
OG0003852	TRINITY_GG_10866_c0_g2_i1.p1	TRINITY_GG_29327_c0_g1_i1.p1	TRINITY_GG_32547_c1_g1_i3.p1	TRINITY_GG_17439_c0_g1_i1.p1
